comentario,sentimento
fomos eu minha namorada irmã e namorado dela para o parque esperando ser um excelente dia doce ilusão pegamos o ônibus na barra funda para irmos direto para o lá até aí tudo bem ao chegar já pudemos perceber desde o lado de fora a má manutenção do local ao entrarmos vimos que apenas algo em torno de dos brinquedos estavam funcionando dentre estes para crianças resolvemos ir na montanha russa de madeira foram horas exatas na fila entramos as e conseguimos fazer o passeio as no pouco tempo e energia que sobrou fomos em brinquedos restantes enfim é bastante perceptível como o local está falindo lojas fechadas pinturas gastas etc etc no fim da noite estávamos muito cansados e ficamos felizes por podermos sentar no ônibus as e voltarmos para a barra funda local este que nos fora informado que seria o de volta chegando na rodoviária da barra funda o motorista parou em um local que não o apropriado e simplesmente não falou nada um casal se levantou e saiu todos os demais ficaram sentados quando me levantei o motorista partiu com o ônibus após ficar apenas minutos parado lá ao ser questionando por nosso pequeno grupo ele falou que já havia parado na barra funda e que agora iria parar apenas em outro local mais distante resumo pagamos o triplo do valor do táxi para chegarmos em casanão consigo entender como algumas pessoas ainda dão nota boa para o local de coração não percam seu tempo e dinheiro lá,0
existem varias reclamações pra esse parque os melhores brinquedos estao sempre fechados independente do dia ou época não vale a pena o valor pago,0
o parque está abandonado a maioria das atrações não funcionam e o preço ainda é elevadíssimo o que não atrai em nada a visita muitos ingressos estão sendo distribuídos gratuitamente devido a atual situação do parque,0
realmente é um parque enorme quem visitou o playcenter não deixará de comparar a distância entre os brinquedos é grande porém o tempo de espera para uso dos brinquedos é menor a mais demorada é da montanha russa mas das vezes que fui sempre tinha brinquedos em manutenção sempre dá aquela sensação de que faltava algo,1
entrar já tá mais caro do que nuncacomer e beber é luxo é totalmente desnecessario as coisas custarem o preço que custamquerem compensar a baixa venda cobrando caro o que vendem,1
muita fila e tambem parque de diversão nao é pra mimo unico brinquedo que ia sem parar era o rio bravo,0
a nossa expectativa era a de que seria muito bom mas infelizmente não foi exceto a montanha russa que teríamos de esperar até h na fila as melhores atrações não estavam operando conseguimos depois de esperarmos por h brinquedos em manutenção ir à barca vencidos pela frustração e pelo cansaço fomos embora,0
fui em excursão não fiz nenhum passei pois estava passando mal com enjoos no dia fiquei extremamente triste por isso mas acompanhei meus amigos nos brinquedos que eles foram e vou falar a verdade isso sim que é parque temático gostei muito,1
o hopi hari está abandonado de atrações estão fechadas praticamente das atrações estão fechadas sendo que boa parte delas são os carroschefes do parque seria justo que o preço tivesse uma redução de também mas dado que já tinha feito uma viagem de são paulo a vinhedo não tinha oitra alternativa a não ser pagar r pelos ingressos entrando as atrações que sobraram tinham filas entre e h apesar do parque vazio a solução para não ter que voltar e decepcionar as filhas foi pagar mais r por vip pass que dão direito a volta em cada uma de atrações do pacote que por sinal são boa diversão melancólico e caro,0
parque delicioso para ir no verão e aproveitar com os amigos bom para os amantes de montanhas russas,1
quem conhece os parques de orlando passa pela situação inevitável e muito triste de comparação logo ao chegar no hopi harisábado fui ao hopi hari mas a frustração é um arrependimento que custa caropagar os tubos pra ver a montanha russa quebrar e depois esperar horas isso mesmo horas pra dar uma voltinhao resto bom nem preciso falar a maioria dos brinquedos fechados a não ser os de criancinhas como o carrocelque tristeza temos que amargar o título de mundo sem reclamar e parece que por toda a eternidadenão recomendo não vá não gaste seu dinheiro que começa pelo estacionamento absurdoquando tiver a sorte de um bom brinquedo estiver funcionando vai ter que ficar horas na fica debaixo de sol ou chuva,0
o parque é muito bom tem uma ótima estrutura a única coisa ruim é ficar embaixo do sol nas filas então uma dica para quem for é levar protetor solar e bonés para as criançashá atrações para toda a família desde os mais velhos até as crianças de anos algumas atrações são pagas como o katakumb uma construção egípcia com faraós esfinges e muito mais mas é só para os corajosos pois é de terrora praça de alimentação é bem espaçosa e com muitas opções de fast foods também há alguns outros pontos que vendem lanches espalhados pelo parque,1
para matar a curiosidade vale a pena conhecer mesmo no feriado havia muitos brinquedos que não estavam operando o passaporte é caro o parque poderia abrir mais cedo,0
o aérea do parque é muito grande é bonito mais infelizmente está mal cuidado e investido muitos brinquedos principais parado outros faltam manutenção e são interrompidos durante a utilização o parque está sempre cheio e as filas dos melhores brinquedos chegam a mais de h de espera a comida é muito cara tudo relacionado a alimentação é bem caro ainda possui brinquedos bem legais funcionando vale a pena ir ao parque se você conseguir um ingresso em promoção fora isso bem provável que você se arrependa de ter gastado tanto pra brincar pouco,0
fui ao parque no mês de maio e que experiencia ruim filas imensas falta de estrutura vários brinquedos sem funcionar teve um episodio em que me foi negado um copo descartável após eu ter comprado um refrigerante pois segundo a atendente os copos eram contados e ela não poderia me ceder um copo e eu teria que se quiser pegar um canudo chega a ser ridículo falar das filas alguns amigos ficaram horas na fila da tal famosa montanha russa de madeira em alguns lugares do parque parece uma cidade fantasma de tao deserto e sem estrutura preços abusivos desde o estacionamento até o lanche o parque então não vale nem metade do valor da entrada não volto lá nunca mais e se continuar naquele ritmo em alguns meses aquilo logo logo fecha as portas,0
o parque é bonito e bem grande mas deixa a desejar a alimentação é um absurdo de cara e a qualidade não vale o preço o controle de público deveria ser mais eficaz lotam o parque de pessoas e no fim todo mundo perde metade do dia nas filas,0
na época que eu ia muito sempre com passeios da escola ou de outra forma era muito bom valia muito a penaporém recentemente estava planejando em ir até pq tinha ganhado um passaporte porém quando fiquei sabendo que muitos brinquedos não estão funcionando deu até desanimono próprio site quando vc ja entra ja informa que certeza que pelo menos uns brinquedos dos legais não vão estar funcionando fora isso você ainda corre o risco de chegar la e ter mais brinquedos sem funcionaré uma pena era o segundo melhor parque temático do brasil agora precisa melhorar muito para voltar ao postoacho que depois do episódio da torre eiffel nunca mais foi o mesmo,0
eles não tem muitas novidades fui recentemente e há dez anos atrás e não vi muita diferença filas enormes brinquedos sem graça não vale o preço,0
da última vez que fui ao hopi hari foi decepcionante o brinquedo do lanterna verde provocou mais risos que diversão havia muita coisa fechada e fui a um show no estilo bar do velho oeste dança música que foi bem legal eu ainda considero a tirolesa o loop e a montanha russa brinquedos excelentes,0
estivemos no parque novamente vamos pq minha filha adora mas tem q melhorar muitos brinquedos em manutençaotoda vez que vamos muitos estao fechadosda muita dó pq poderia ser um grande parqueo local é muito bonito deveriam aproveitar mais ganhei convites pra junhoespero encontrar mais atraçoes,0
o parque se parece mais com uma cidade cheio de ruas e a casa passo uma atração incrível não deixe de ir ao elevador que despenca em uma queda emocionante a montanha russa de madeira foi a melhor coisa fui vezes seguidas a casa do terror é realmente assustadora e a praça de alimentação tem uns lanches deliciosospontos negativos filas enormes para os brinquedos você pode se chatear com elas mas a maioria dos brinquedos vale a esperaos lanches da praça de alimentação são uma delicia mas nada em contatente aproveitar o máximo curta os brinquedos e aproveite pra conhecer pessoas nas chatas filas,1
